NAME	AUTHOR	PLATFORM	VERSIONS	VB	COMPILE	FILE	DUPLICATES	PASSWORD
shit idler by muska	None	AOL	4.0	VB5	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/shit.zip	2	
shiznit idle²·º	Cloud	AOL	4.0	VB5	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/shiznit2.zip	2	
shiznitgold	None	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/shiznit gold idler.zip	1	
shroom	None	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/shroom.zip	1	
Shroompunt	None	AOL	3.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/3.0/shroom punter for aol 3.0.zip	1	
shutemdown	None	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/shutemdown.zip	2	
shutup	None	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/shut up x'er password=lolzzz.zip	1	lolzzz
Sick Scroll	nas	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/sickscroll.zip	2	
sieu 2k	None	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/sieu2k.zip	2	
sigfader	None	AOL	4.0	VB5	p-code	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/sigfad91.zip	2	
sigfader	None	AOL	4.0	VB5	p-code	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/sigfader.zip	2	
signoff	None	AOL	2.5	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/2.5/cast aim phisher.zip	1	
silence	None	AOL	4.0	VB4-32	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/silence.zip	2	
Silent Ascii	None	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/silentascii.zip	1	
SilentAuto2	None	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/silent2.zip	2	
Silva Spamma 2K	None	AOL	2.5	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/2.5/silvaspamma.zip	2	
silver2K1 idler	Kliq	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/silver2k.zip	2	
simple	Skew & Jaze	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/simple.zip	2	
simple	Skew & Jaze	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/simple13.zip	2	
Simple Idle	None	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/simple idle for aol 7.0 and 8.0.zip	2	
simplephader	None	AOL	6.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/6.0/simplephade.zip	2	
SimpleTools	None	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/simpletools.zip	2	
SimpleTools	None	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/simpletools14.zip	2	
SimpleTools	of the program	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/simpletools17.zip	2	
SimpleTools	None	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/stv12.zip	2	
SimpleTools	of the program	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/stv19.zip	2	
SimpleTools	of the program	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/stv2.zip	2	
sinacidlev1	None	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/sinacidlev1.zip	2	
Sinner²	None	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/sinner2.zip	2	
SinnΦr LinkΘr╣	shøck	AOL	4.0	VB5	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/sinnerlinker1.zip	2	
Sins OutLaw Prog	SinS	AOL	4.0	VB4-32	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/sinsoutlaw.zip	2	
sint idle	chaim	AOL	4.0	VB4-32	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/sint.zip	2	
Skateboarding Toolz 2	Skatey	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/skateboardingtoolz2.zip	2	
skatertoolz11	Unknown	AIM	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/skatertoolz11.zip	1	
Skittles	Gozer	AOL	4.0	VB3	p-code	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/skittles30.zip	2	
Skittlez Idler	speed	AOL	4.0	VB4-32	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/skittlez.zip	2	
skizzle²(beta3)	Kevin Meek AKA Alpha	AOL	4.0	VB5	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/skizzle2beta3.zip	2	
SL 1.0 -[beta]-	ciigz	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/sl10beta.zip	2	
SLAMFNL	None	AOL	3.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/3.0/slams final.zip	3	
Slap	None	AOL	4.0	VB5	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/i slapded dat shit 2 aol3.zip	3	
SLASHED	None	AOL	4.0	VB5	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/slashed.zip	2	
sleepdatidle	sonic	AOL	4.0	VB5	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/sleepdatidle.zip	3	
slim	None	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/slim shady xphaderx.zip	1	
slimshaypunta	Unknown	AIM	unknown	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/unknown/slimshaypunta.zip	1	
Slipsidler	None	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/slips idler v 1.0.zip	1	
SLNMM	CYN	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/sinfull.zip	2	
Sloppy second	None	AOL	4.0	VB4-32	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/sloppy2nd.zip	2	
Slut VP	None	AOL	7.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/7.0/slutvp.zip	1	
smackcrackv2public	kart	AOL	unknown	non-VB	n/a	programs/AOL/proggies-sorted-deduped/proggies-by-version/unknown/smack crack v2 public aol7.zip	2	
Small Clearer	PrOfyLe	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/smallclearer.zip	2	
SmartSurf 2.0	None	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/smartsurf2.zip	1	
SmartSurf HELP	None	AOL	unknown	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/unknown/smartsurf172.zip	2	
smog idle	mail	AOL	4.0	VB4-32	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/smog.zip	2	
smurf.tank	darren	AOL	4.0	VB5	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/smurftank.zip	2	
smwf	None	AOL	4.0	VB4-32	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/smwfbeta11.zip	2	
sn collector xp	JDE	AOL	4.0	VB6	p-code	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/xpsncollector.zip	2	
SnatchEm	None	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/snatchem.zip	2	
SnatchEm2	None	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/snatchem2.zip	2	
SNchecker	None	AOL	4.0	VB4-32	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/snchecker.zip	2	
sni	None	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/saturday night idler for aol 4.0 and 5.0.zip	1	
sni3	None	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/saturday night idler version 3 for aol 4.0 and 5.0.zip	1	
sniffer2000	A Team Acid	AOL	4.0	VB5	p-code	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/ipsniffer2000.zip	2	
SNIPE	kain	AOL	4.0	VB3	p-code	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/snipe.zip	4	
snoop	Then	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/snoopidle.zip	2	
snpimp	centric	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/snpimp.zip	2	
so soild	MizCHieF	AOL	4.0	VB5	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/sosolid.zip	2	
Socca's Profile Tagger v. 1.1	None	AOL	unknown	VB6	p-code	programs/AOL/proggies-sorted-deduped/proggies-by-version/unknown/SoccasTagv1aol4.zip	3	
social²	society	AOL	4.0	VB5	p-code	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/antisoc.zip	2	
solar	kryo	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/solar.zip	3	
solar	kryo	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/solar2.zip	2	
solar 2.11 v2	dos	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/solar211v2.zip	2	
Solar Winds 3.00	dos	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/sw3.zip	2	
Solitaire beta╣	seven	AOL	4.0	VB6	p-code	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/solitairebeta.zip	2	
SouL's Beta Ver. 1.0	None	AOL	4.0	VB4-32	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/darksoul.zip	4	
soulja	None	AOL	3.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/3.0/soulja.zip	1	
SOUND SCROLLER YO	Phazz	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/soundscroller.zip	2	
Sound-5000	None	AOL	unknown	VB6	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/unknown/sound5000.zip	2	
South Park Phader 1.7	MaNSoN	AOL	4.0	VB4-32	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/southpark17.zip	2	
spam	pain aerosoft softwares	AOL	4.0	VB3	p-code	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/aerospam.zip	2	
spam	snort	AOL	4.0	VB3	p-code	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/gespam.zip	2	
Spam For Grams [v1.1] by coz	coz	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/sfg12.zip	2	
spamicide▓╖╣	caloric	AOL	4.0	VB4-32	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/spamicide21.zip	2	
Spammin Linkz 2.0	ciigz	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/sl20.zip	2	
spamonline[aim spammer]	keith	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/spamonline.zip	2	
spamsock3	kai	AOL	4.0	VB6	p-code	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/spamsock.zip	2	
spamsock3	kai	AOL	4.0	VB6	p-code	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/spamsock3beta.zip	2	
spamsock3	kai	AOL	4.0	VB6	p-code	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/spamsockphat.zip	2	
spamu	bezrk	AOL	4.0	VB3	p-code	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/spamu.zip	3	
SPaMv²	None	AOL	4.0	VB5	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/spamdem.zip	2	
spazadvv2.0	None	AOL	4.0	VB5	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/speedyad.zip	2	
Spazz 2k Idler	Spazz	AOL	4.0	VB6	p-code	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/spazz2kidler.zip	2	
spectrum	None	AOL	unknown	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/unknown/spectrum.zip	3	
speedschatignore	Speeeeed	AOL	4.0	VB4-32	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/speeds.zip	2	
speedy	phazz	AOL	4.0	VB4-32	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/speedy.zip	2	
Speedy Scrolla v¦+¦	None	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/speedscrollv1.zip	1	
SpeedyRB	None	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/speedy roombust 1.2 aol4-5.zip	1	
speelscoms	None	AOL	4.0	VB4-32	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/speelscoms.zip	2	
speelscoms2	None	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/speelscoms2.zip	2	
speelsidle	None	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/speelsidle.zip	2	
sphere	None	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/sphere c-com.zip	1	
Spice1 Termer	Spice	AOL	4.0	VB4-32	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/spice1.zip	3	
Spieler v²	ZiON	AOL	6.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/6.0/spielerv2.zip	2	
Spite MassMailer v0.1.1	soda	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/spitemassmailer011 aol 5-8.zip	3	
Spite MassMailer░╖╣	soda	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/spitemmer.zip	2	
SPITFIRE	GenOziDe	AOL	3.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/3.0/spitfire.zip	2	
spizam	motolov	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/spizam2k.zip	2	
spobby	digit	AOL	4.0	VB5	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/spobby.zip	2	
SpynesXer	None	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/unibombers x'er for aol 4.0 and 5.0.zip	1	
SS	of this program (me	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/sleek.zip	2	
SSWB(PRO)	Swift	AOL	unknown	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/unknown/sswbpro.zip	2	
SSWB(Pro)V.2	None	AOL	unknown	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/unknown/sswbprov2.zip	2	
st5	None	AOL	unknown	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/unknown/sweet talker.zip	1	
staff toolz	bliss	AOL	4.0	VB4-32	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/stafftoolz1.zip	2	
staff toolz 2.0	bliss	AOL	4.0	VB4-32	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/stafftoolzv2.zip	2	
staind coms	None	AOL	4.0	VB5	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/staind.zip	2	
Stanky Chatter v.1	None	AOL	4.0	VB4-32	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/stankychat.zip	2	
StankySoft CD PLAYER	StankySoft	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/stankycd.zip	2	
stank²	None	AOL	4.0	VB4-32	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/stank2.zip	2	
static	None	AOL	unknown	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/unknown/static.zip	2	
static2	None	AOL	unknown	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/unknown/static2.zip	2	
stealit	Unknown	AIM	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/stealit.zip	1	
stealitv2	Unknown	AIM	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/stealitv2.zip	1	
Stealth Idler	Swift	AOL	unknown	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/unknown/stealthidler.zip	2	
Stealth Lagger	Nemesiz	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/stealthlagger.zip	2	
steam	Flame	AOL	4.0	VB3	p-code	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/steam.zip	2	
STFU BiTCH	YoKe	AOL	unknown	VB3	p-code	programs/AOL/proggies-sorted-deduped/proggies-by-version/unknown/stfubitch.zip	2	
sti	None	AOL	4.0	VB5	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/sti.zip	2	
STiNG2	ReWiND	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/sting2.zip	2	
STiNG3	ReWiND	AOL	4.0	VB4-32	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/final.zip	2	
STOLEN COMS	Dryice	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/stolen.zip	2	
stolen html	Phaze	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/stolenhtml1.zip	2	
Stolen3	coco	AOL	4.0	VB3	p-code	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/stolenaccount.zip	2	
StoneCold	None	AOL	4.0	VB5	p-code	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/stonecold.zip	4	
stoned	kurupt	AOL	4.0	VB6	p-code	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/stoned.zip	2	
stoolz501	UjS*B	AOL	unknown	VB6	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/unknown/stoolz501.zip	2	
storage	snypa	AOL	4.0	VB3	p-code	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/storage.zip	2	
Stp idle by budz Version 2	budz	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/stpidlev2.zip	2	
Str8 Up Fake Server	None	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/str8upfake.zip	2	
Str8 Up iDLe 1.0	Str8	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/str8upidle1.zip	2	
Str8 Up iDLe 2.5	Str8	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/str8up25.zip	2	
Str8 Up iDLe 3.0	Str8	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/str8up3.zip	2	
Straight	None	AOL	4.0	VB4-32	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/straight.zip	2	
streetidle	None	AOL	4.0	VB5	p-code	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/streetidle.zip	2	
stxu	atex	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/stxu.zip	2	
style	LordEx	AOL	4.0	VB3	p-code	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/style2.zip	2	
style tag -by- kid	None	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/style3.zip	2	
style tag -by- kid	None	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/styletag.zip	2	
stèréo.typè	None	AOL	7.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/7.0/stereo.type c-com for aol 7.0 and 8.0 winXP.zip	1	
Sub Profile Murda	DarkKnight	AOL	unknown	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/unknown/subpromurda.zip	2	
sub scroller	None	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/subscrollerb4.zip	2	
SubZer0prog	twilight	AOL	4.0	VB5	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/subzero.zip	2	
sucks	font color=#	AOL	4.0	VB5	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/sucks1.zip	2	
Suicidal Idle	Ne0zx	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/suicidalidle.zip	2	
suicide coms	ZIP	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/suicidecoms.zip	2	
SUPADUPA	pizza	AOL	3.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/3.0/tos 1.3.zip	3	
super scroller	None	AOL	4.0	VB5	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/superscroll.zip	2	
Superior Ascii	None	AOL	4.0	VB4-32	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/superiorascii.zip	2	
SuperScotch	HuRriCaNe	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/scotch.zip	2	
supertermer	ization	AOL	4.0	VB3	p-code	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/supertermer  yr06.zip	3	
surface	None	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/surface4 c-com for aol 4.0 and 5.0.zip	1	
Surprise!	None	AOL	unknown	non-VB	n/a	programs/AOL/proggies-sorted-deduped/proggies-by-version/unknown/surprise.zip	2	
Súpër Sàíýåñ v¹·º	None	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/saiyan.zip	4	
SwarmSetup	None	AOL	unknown	non-VB	n/a	programs/AOL/proggies-sorted-deduped/proggies-by-version/unknown/swarm.zip	2	
SweetSounds	None	AOL	4.0	VB4-32	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/sweet.zip	2	
Swift	None	AOL	4.0	VB5	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/swiftmm.zip	2	
SwiftPlayer	Swift	AOL	unknown	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/unknown/swiftplayer.zip	2	
swkscan	Napalm	AOL	4.0	VB3	p-code	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/swkscan.zip	2	
Swíft Idlér	Swift in	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/swiftidler.zip	2	
synful	meca	AOL	4.0	VB3	p-code	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/synful.zip	2	
Syntek Idle2-2	Syntek	AOL	4.0	VB5	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/syntekidle22.zip	2	
Syphon beta 3	None	AOL	4.0	VB6	p-code	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/syphonbeta3.zip	4	
Syphon v1 by runic	runic	AOL	4.0	VB6	p-code	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/syphonv1.zip	4	
s°lσr v▓╖╣▓	dos	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/solar212.zip	4	
T2k	tarox	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/tarox2k1.zip	2	
t_2000	entering	AOL	4.0	VB3	p-code	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/t2beta.zip	2	
TACO	None	AOL	unknown	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/unknown/tacobell.zip	2	
tag-it-up	Fox	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/tagitup.zip	4	
tagger 9.0 by spermie	spermie	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/tagger.zip	2	
TagginPlus	darc & noize	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/tagginplus.zip	2	
TagginPlus!	darc & noize	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/tagginplus2.zip	2	
Tal0n	sizCo	AOL	4.0	VB4-32	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/talcon.zip	2	
Talc0nXer	None	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/talc0n x'er%b2.zip	1	
TamonzLinker	None	AOL	unknown	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/unknown/tamonzlinker.zip	1	
TE1_1	None	AOL	5.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/5.0/te1_1.zip	1	
Team Volcom Idle 2	None	AOL	4.0	VB4-32	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/tvidle2.zip	2	
Teamad	None	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/team advantage idler for all aol's.zip	1	
techie╣	None	AOL	4.0	VB5	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/techie1.zip	2	
TECHNO~1	entering	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/techno1.zip	3	
Techtoolz v1	None	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/techtoolzv1.zip	1	
teknaidler	None	AOL	4.0	VB5	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/tekna.zip	2	
Tekron.one beta v1	None	AOL	5.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/5.0/tekron.one beta v1 for aol 5 win98 yr03.zip	1	
TeLiC v4.0	KAoS	AOL	4.0	VB4-32	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/terrortank1.zip	4	
tempest1	MaLyStRiX	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/tempest.zip	2	
TERMER	ThiEf	AOL	3.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/3.0/stolen termer.zip	3	
TERMER	14k	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/immortalitybeta.zip	3	
termish	None	AOL	4.0	VB4-32	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/termish.zip	3	
termish v1.87	me chillin second version	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/termish187.zip	3	
terrorism	None	AOL	unknown	VB6	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/unknown/terrorism.zip	2	
Terror~1	None	AOL	4.0	VB4-32	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/terroridle.zip	2	
